🔭 Listening for ESP32S2 Debug/Info messages on 10.10.5.93 port 4210...

[03:37:37 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:42 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:47 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:52 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:57 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:02 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:07 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:12 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:17 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:22 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:27 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:32 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:37 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[04:07:18 - 192.168.137.12] ✅ RIGHT Annunciator initialized for buttons
[04:07:18 - 192.168.137.12] ✅ LEFT Annunciator initialized for buttons
[04:07:18 - 192.168.137.12] 🛩️ [DCS-USB] SPIN_RECOVERY_SW 0
[04:07:18 - 192.168.137.12] 🛩️ [DCS-USB] IR_COOL_SW 2
[04:07:18 - 192.168.137.12] ✅ Initialized IR Cool Panel
[04:07:18 - 192.168.137.12] [SYNC] Normal mission start panel sync
[04:07:18 - 192.168.137.12] 🛩️ [DCS-USB] HMD_OFF_BRT 65535
[04:07:20 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = OPEN
[04:07:20 - 192.168.137.12] [STATE UPDATE] 🔁 MASTER_ARM_SW = ARM
[04:07:23 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_COVER = OPEN
[04:07:23 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_SW = RCVY
[04:07:24 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_SW = NORM
[04:07:25 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_COVER = CLOSED
[04:07:26 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_COVER = OPEN
[04:07:26 - 192.168.137.12] 
[04:07:26 - 192.168.137.12] +-------------------- PERFORMANCE SNAPSHOT ----------------------+
[04:07:26 - 192.168.137.12] 🔍  Profiling Averages:
[04:07:26 - 192.168.137.12] ∘ [LED] GPIO      :   0.02 ms
[04:07:26 - 192.168.137.12] ∘ Main Loop       :   0.05 ms
[04:07:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:07:26 - 192.168.137.12] 🕑  System Status:
[04:07:26 - 192.168.137.12] ∘ Poll Load     :   1.3% of 4.00 ms slot
[04:07:26 - 192.168.137.12] ∘ Headroom      : 3.948 ms ( 98.7%)
[04:07:26 - 192.168.137.12] ∘ Scale Cap.    : 77.34x current workload
[04:07:26 - 192.168.137.12] ∘ Uptime        : 3m09s
[04:07:26 - 192.168.137.12] ∘ CPU Frequency : 240 MHz
[04:07:27 - 192.168.137.12] ∘ Last Reset    : Power-on
[04:07:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:07:27 - 192.168.137.12] 💾  Memory Fragmentation:
[04:07:27 - 192.168.137.12] ∘ Internal SRAM : free     70 KB, largest     47 KB, frag  31.9%
[04:07:27 - 192.168.137.12] ∘ PSRAM Pool    : free   2027 KB, largest   2015 KB, frag   0.6%
[04:07:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:07:27 - 192.168.137.12] 📡  USB-CDC Buffer Health:
[04:07:27 - 192.168.137.12] ∘ TX Free Slots :      0 bytes
[04:07:27 - 192.168.137.12] ∘ RX Pending    :      0 bytes
[04:07:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:07:27 - 192.168.137.12] 🔁  Ring Buffer Health:
[04:07:27 - 192.168.137.12] ∘ Serial Debug     : avg   0.0 bytes, max 0 bytes, pending  0, max  0, overruns 0
[04:07:27 - 192.168.137.12] ∘ UDP Send Debug   : avg  37.0 bytes, max 63 bytes, pending  7, max 16, overruns 0
[04:07:27 - 192.168.137.12] ∘ UDP Receive DCS  : avg  64.0 bytes, max 64 bytes, pending  2, max  2, overruns 0
[04:07:27 - 192.168.137.12] ∘ USB Send DCS  : avg  29.2 bytes, max 64 bytes, pending  0, max  2, overruns 0
[04:07:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:07:27 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_COVER = CLOSED
[04:07:29 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = ON
[04:07:30 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = OFF
[04:07:31 - 192.168.137.12] [STATE UPDATE] 🔁 MASTER_CAUTION_RESET_SW = PRESS
[04:07:31 - 192.168.137.12] [STATE UPDATE] 🔁 MASTER_CAUTION_RESET_SW = POS 0
[04:07:36 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = TEST
[04:07:40 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = OFF
[04:07:42 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = TEST
[04:07:43 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = OFF
[04:07:44 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = ON
[04:07:46 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = OFF
[04:07:47 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:07:48 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:07:49 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:07:50 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:07:51 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:07:52 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:07:52 - 192.168.137.12] [SET FEATURE] pushed DCSBIOS-HANDSHAKE to ring buffer
[04:07:58 - 192.168.137.12] [SYNC PANELS] 🔁 Mission Started 41456 ms ago
[04:07:58 - 192.168.137.12] Syncronizing Panel state....
[04:07:58 - 192.168.137.12] ✅ RIGHT Annunciator initialized for buttons
[04:07:58 - 192.168.137.12] ✅ LEFT Annunciator initialized for buttons
[04:07:58 - 192.168.137.12] 🛩️ [DCS-USB] SPIN_RECOVERY_SW 0
[04:07:58 - 192.168.137.12] 🛩️ [DCS-USB] IR_COOL_SW 2
[04:07:58 - 192.168.137.12] ✅ Initialized IR Cool Panel
[04:07:58 - 192.168.137.12] [SYNC] Fallback: forced panel re-sync
[04:07:59 - 192.168.137.12] 🛩️ [DCS-USB] HMD_OFF_BRT 65535
[04:08:00 - 192.168.137.12] [MISSION STOP]
[04:08:02 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = CLOSED
[04:08:02 - 192.168.137.12] [MISSION START] FA-18C_hornet
[04:08:03 - 192.168.137.12] [SYNC PANELS] 🔁 Mission Started 501 ms ago
[04:08:03 - 192.168.137.12] Syncronizing Panel state....
[04:08:03 - 192.168.137.12] ✅ RIGHT Annunciator initialized for buttons
[04:08:03 - 192.168.137.12] ✅ LEFT Annunciator initialized for buttons
[04:08:03 - 192.168.137.12] 🛩️ [DCS-USB] SPIN_RECOVERY_SW 0
[04:08:03 - 192.168.137.12] 🛩️ [DCS-USB] IR_COOL_SW 2
[04:08:03 - 192.168.137.12] ✅ Initialized IR Cool Panel
[04:08:03 - 192.168.137.12] [SYNC] Normal mission start panel sync
[04:08:03 - 192.168.137.12] 🛩️ [DCS-USB] HMD_OFF_BRT 65535
[04:08:03 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:08:08 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = OPEN
[04:08:09 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = ON
[04:08:10 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = OFF
[04:08:11 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = CLOSED
[04:08:11 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = OPEN
[04:08:12 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = CLOSED
[04:08:12 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = OPEN
[04:08:13 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = ON
[04:08:14 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = OFF
[04:08:16 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = OPEN
[04:08:16 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = ON
[04:08:17 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = OFF
[04:08:18 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = ON
[04:08:19 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = OFF
[04:08:19 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = CLOSED
[04:08:20 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = OPEN
[04:08:22 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = ON
[04:08:23 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = OFF
[04:08:23 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = CLOSED
[04:08:26 - 192.168.137.12] [STATE UPDATE] 🔁 IR_COOL_SW = NORM
[04:08:26 - 192.168.137.12] 
[04:08:26 - 192.168.137.12] +-------------------- PERFORMANCE SNAPSHOT ----------------------+
[04:08:26 - 192.168.137.12] 🔍  Profiling Averages:
[04:08:26 - 192.168.137.12] ∘ [LED] GPIO      :   0.02 ms
[04:08:26 - 192.168.137.12] ∘ Main Loop       :   0.06 ms
[04:08:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:08:26 - 192.168.137.12] 🕑  System Status:
[04:08:26 - 192.168.137.12] ∘ Poll Load     :   1.4% of 4.00 ms slot
[04:08:26 - 192.168.137.12] ∘ Headroom      : 3.944 ms ( 98.6%)
[04:08:26 - 192.168.137.12] ∘ Scale Cap.    : 71.57x current workload
[04:08:26 - 192.168.137.12] ∘ Uptime        : 4m09s
[04:08:26 - 192.168.137.12] ∘ CPU Frequency : 240 MHz
[04:08:26 - 192.168.137.12] ∘ Last Reset    : Power-on
[04:08:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:08:27 - 192.168.137.12] 💾  Memory Fragmentation:
[04:08:27 - 192.168.137.12] ∘ Internal SRAM : free     70 KB, largest     47 KB, frag  31.8%
[04:08:27 - 192.168.137.12] ∘ PSRAM Pool    : free   2027 KB, largest   2015 KB, frag   0.6%
[04:08:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:08:27 - 192.168.137.12] 📡  USB-CDC Buffer Health:
[04:08:27 - 192.168.137.12] ∘ TX Free Slots :      0 bytes
[04:08:27 - 192.168.137.12] ∘ RX Pending    :      0 bytes
[04:08:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:08:27 - 192.168.137.12] 🔁  Ring Buffer Health:
[04:08:27 - 192.168.137.12] ∘ Serial Debug     : avg   0.0 bytes, max 0 bytes, pending  0, max  0, overruns 0
[04:08:27 - 192.168.137.12] ∘ UDP Send Debug   : avg  38.2 bytes, max 63 bytes, pending  7, max 16, overruns 0
[04:08:27 - 192.168.137.12] ∘ UDP Receive DCS  : avg  64.0 bytes, max 64 bytes, pending  2, max  3, overruns 0
[04:08:27 - 192.168.137.12] ∘ USB Send DCS  : avg  26.1 bytes, max 64 bytes, pending  0, max  2, overruns 0
[04:08:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:08:27 - 192.168.137.12] [STATE UPDATE] 🔁 IR_COOL_SW = OFF
[04:08:33 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_COVER = OPEN
[04:08:34 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_SW = RCVY
[04:08:35 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_SW = NORM
[04:08:36 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_COVER = CLOSED
[04:08:36 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_COVER = OPEN
[04:08:37 - 192.168.137.12] [STATE UPDATE] 🔁 SPIN_RECOVERY_COVER = CLOSED
[04:08:40 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = ON
[04:08:40 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = OFF
[04:08:41 - 192.168.137.12] [STATE UPDATE] 🔁 MASTER_CAUTION_RESET_SW = PRESS
[04:08:42 - 192.168.137.12] [STATE UPDATE] 🔁 MASTER_CAUTION_RESET_SW = POS 0
[04:08:46 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = TEST
[04:08:50 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = OFF
[04:08:52 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = TEST
[04:08:53 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = OFF
[04:08:55 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = ON
[04:08:56 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = OFF
[04:09:04 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:05 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:06 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:07 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:08 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:09 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:10 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:11 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:12 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:13 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:14 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:15 - 192.168.137.12] [SET FEATURE] pushed DCSBIOS-HANDSHAKE to ring buffer
[04:09:15 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:16 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:17 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:18 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:19 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:20 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:21 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:22 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:23 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:24 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:25 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:26 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:26 - 192.168.137.12] 
[04:09:26 - 192.168.137.12] +-------------------- PERFORMANCE SNAPSHOT ----------------------+
[04:09:26 - 192.168.137.12] 🔍  Profiling Averages:
[04:09:26 - 192.168.137.12] ∘ [LED] GPIO      :   0.02 ms
[04:09:26 - 192.168.137.12] ∘ Main Loop       :   0.06 ms
[04:09:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:09:26 - 192.168.137.12] 🕑  System Status:
[04:09:26 - 192.168.137.12] ∘ Poll Load     :   1.4% of 4.00 ms slot
[04:09:26 - 192.168.137.12] ∘ Headroom      : 3.945 ms ( 98.6%)
[04:09:26 - 192.168.137.12] ∘ Scale Cap.    : 72.50x current workload
[04:09:26 - 192.168.137.12] ∘ Uptime        : 5m09s
[04:09:26 - 192.168.137.12] ∘ CPU Frequency : 240 MHz
[04:09:26 - 192.168.137.12] ∘ Last Reset    : Power-on
[04:09:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:09:26 - 192.168.137.12] 💾  Memory Fragmentation:
[04:09:26 - 192.168.137.12] ∘ Internal SRAM : free     70 KB, largest     47 KB, frag  31.8%
[04:09:27 - 192.168.137.12] ∘ PSRAM Pool    : free   2027 KB, largest   2015 KB, frag   0.6%
[04:09:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:09:27 - 192.168.137.12] 📡  USB-CDC Buffer Health:
[04:09:27 - 192.168.137.12] ∘ TX Free Slots :      0 bytes
[04:09:27 - 192.168.137.12] ∘ RX Pending    :      0 bytes
[04:09:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:09:27 - 192.168.137.12] 🔁  Ring Buffer Health:
[04:09:27 - 192.168.137.12] ∘ Serial Debug     : avg   0.0 bytes, max 0 bytes, pending  0, max  0, overruns 0
[04:09:27 - 192.168.137.12] ∘ UDP Send Debug   : avg  39.8 bytes, max 63 bytes, pending  7, max 16, overruns 0
[04:09:27 - 192.168.137.12] ∘ UDP Receive DCS  : avg  64.0 bytes, max 64 bytes, pending  0, max  3, overruns 0
[04:09:27 - 192.168.137.12] ∘ USB Send DCS  : avg  29.2 bytes, max 64 bytes, pending  0, max  2, overruns 0
[04:09:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:09:27 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:28 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:29 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:30 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:31 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:32 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:33 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:34 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:35 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:36 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:37 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:38 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:39 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:40 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:41 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:42 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:43 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:44 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:45 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:46 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:47 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:48 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:49 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:50 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:51 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:52 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:53 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:54 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:55 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:56 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:57 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:58 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:09:59 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:00 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:01 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:02 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:03 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:04 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:05 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:06 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:07 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:08 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:09 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:10 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:11 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:12 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:13 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:14 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:15 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:16 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:17 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:18 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:19 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:20 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:21 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:22 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:23 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:24 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:25 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:26 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:10:26 - 192.168.137.12] 
[04:10:26 - 192.168.137.12] +-------------------- PERFORMANCE SNAPSHOT ----------------------+
[04:10:26 - 192.168.137.12] 🔍  Profiling Averages:
[04:10:26 - 192.168.137.12] ∘ Main Loop       :   0.06 ms
[04:10:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:10:26 - 192.168.137.12] 🕑  System Status:
[04:10:26 - 192.168.137.12] ∘ Poll Load     :   1.4% of 4.00 ms slot
[04:10:26 - 192.168.137.12] ∘ Headroom      : 3.944 ms ( 98.6%)
[04:10:26 - 192.168.137.12] ∘ Scale Cap.    : 71.67x current workload
[04:10:26 - 192.168.137.12] ∘ Uptime        : 6m09s
[04:10:26 - 192.168.137.12] ∘ CPU Frequency : 240 MHz
[04:10:26 - 192.168.137.12] ∘ Last Reset    : Power-on
[04:10:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:10:26 - 192.168.137.12] 💾  Memory Fragmentation:
[04:10:26 - 192.168.137.12] ∘ Internal SRAM : free     70 KB, largest     47 KB, frag  31.8%
[04:10:26 - 192.168.137.12] ∘ PSRAM Pool    : free   2027 KB, largest   2015 KB, frag   0.6%
